src,tgt
CCC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(C)C)C(C)CC)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC=O)C(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)C,*CCC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(C)C)C(C)CC)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(*)=O)C(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)C
CCCCC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(C)C)C(C)CC)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)C,*CCCCC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(C)C)C(C)CC)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(*)C(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(N)=O)C(C)C
CCCC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NCCCc1ccc(O)cc1)C(C)C,*CCCC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(*)CCc1ccc(O)cc1)C(C)C
CC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C(=O)N)C(C)C,*CC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C(=O)N*)C(C)C
CCC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C=O)C(C)C,*CCC(NC(=O)NC(C(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C(*)=O)C(C)C
CNC(=O)C(CCc1ccc(O)cc1)NC(=O)C(NC(=O)CNC(=O)NC(C(=O)[O-])C(C)CC)C(C)C,*CNC(=O)C(CCc1ccc(O)cc1)NC(=O)C(NC(=O)C(*)NC(=O)NC(C(=O)[O-])C(C)CC)C(C)C
CCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CCC=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CCC(*)=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCC(=O)CCC(=O)OCC1OC(OC2C(OC(C)CCCCC)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1,*CCC(=O)CCC(=O)OCC1OC(OC2C(OC(C*)CCCCC)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1
CCCC(=O)CCC(=O)OCC1OC(OC2C(OCCCCCC)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1,*CCCC(=O)CCC(=O)OCC1OC(OC2C(OC(*)CCCCC)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1
CC(=O)CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(C)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CC(=O)CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(C*)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CC)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CC*)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CCC(=O)C)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)CCC(=O)C*)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCC(=O)CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OCC(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCC(=O)CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(*)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)C)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(=O)C*)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
OCC1OC(OC2C(OC(CCCCC)CCCCCCC=O)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1,*OCC1OC(OC2C(OC(CCCCC)CCCCCCC(*)=O)OC(C)C(OC(C)=O)C2OC(C)=O)C(O)C(OC(=O)C(C)=CC)C1OC(=O)C=Cc1ccccc1
CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O,*CCCCCCC(CCCCC)OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(*)=O)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C(C)=CC)C1O
CCCCC(NC(=O)OC1CCCC1)C(=O)N1CC(OC(=O)N2Cc3cccc(F)c3C2)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)c2ccc3c(c2)B(O)OC3)CC1,*CCCCC(NC(=O)OC1CCCC1)C(=O)N1CC(OC(=O)N2Cc3cccc(F)c3C2)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)c2ccc3c(c2)B(O)OC3)CC1*
CCC=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)CNC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2,*CCC=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)C(*)NC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2
CC=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)C(C)NC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2,*CC=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)C(C*)NC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2
C=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)C(CC)NC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2,*C=CC1CC1(NC(=O)C1CC(OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)C(CC*)NC(=O)OC1CCCC1)C(=O)[N-]S(=O)(=O)c1ccc2c(c1)B(O)OC2
C(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(C)OC(=O)C(C(C)C)NC)C(C)O,*C(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(C)OC(=O)C(C(C)C)N(*)C)C(C)O
C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1C(=O)N(C)CC(=O)N(C)CC(C)C)C(C)O,*C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1C(=O)N(C)CC(=O)N(C)C(*)C(C)C)C(C)O
C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1)C(C)O)C(C)C,*C(=O)N(C)C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1*)C(C)O)C(C)C
C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1C(=O)NC)C(C)O)C(C)C,*C(C(=O)OC(C)C(NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N)C(=O)NC(C(=O)N1CCCC1C(=O)N(*)C)C(C)O)C(C)C
C=C(C)C(=O)NC1=C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)C(=O)C(OC)=C(CC(C)CC(OC)C(O)C(C)C=C(C)COC(N)=O)C1=O,*C=C(C)C(=O)NC1=C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)C(=O)C(OC)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C(*)OC(N)=O)C1=O
C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(N)C1=O)OC,*C=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(CC(C)CC1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(N*)C1=O)OC
C1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)COC)C1=O,*C1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(*)OC)C1=O
C(O)C(CC(C)CC1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(NC(=O)C(C)=CC=CC(OC)COC(N)=O)C1=O)OC,*C(O)C(CC(C)CC1=C(OC)C(=O)C(NCCCCCCCCCNC2=C3NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC(=C(OC)C2=O)C3=O)=C(NC(=O)C(C)=CC=CC(OC)C(*)OC(N)=O)C1=O)OC
[NH2+]CCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,*[NH2+]CCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(*)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O
CCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,*CCC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(C*)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O
CC(=O)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(=O)NC(C(=O)NC(CCCC)C(=O)NC(CO)C(=O)NCC(N)=O)C(C)CC,*CC(=O)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(=O)NC(C(=O)NC(CCCC)C(=O)NC(CO)C(=O)NC(*)C(N)=O)C(C)CC
CC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(CC=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,*CC(NC(=O)C(CO)NC(=O)C(CCCC)NC(=O)C(NC(=O)C(CC(*)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)([NH3+])Cc1ccc(O)cc1)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O
C(O)CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1)C(O)CC(N)=O)C(O)Cc1ccc(O)c(CC=C)c1)C(C)O,*C(O)CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1*)C(O)CC(N)=O)C(O)Cc1ccc(O)c(CC=C)c1)C(C)O
CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1C=O)C(O)CC(N)=O)C(O)Cc1ccc(O)c(CC=C)c1)C(C)O,*CC(NC(=O)CCCCCCCCC(C)CC(C)CC)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CCC(O)C1C(*)=O)C(O)CC(N)=O)C(O)Cc1ccc(O)c(CC=C)c1)C(C)O
NC(=O)C1C(O)CCN1C(=O)C(NC(=O)C(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)CNC(=O)CCCCCCCCC(C)CC(C)CC)C(C)O)C(O)Cc1ccc(O)c(CC=C)c1)C(O)CC(N)=O,*NC(=O)C1C(O)CCN1C(=O)C(NC(=O)C(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C(*)NC(=O)CCCCCCCCC(C)CC(C)CC)C(C)O)C(O)Cc1ccc(O)c(CC=C)c1)C(O)CC(N)=O
C=Cc1ccccc1OCCNC(C(=O)NC(C)(C)C(=O)NCCOCc1ccccc1)C(C)CC,*C=Cc1ccccc1OCCNC(C(=O)NC(C)(C)C(=O)NC(*)COCc1ccccc1)C(C)CC
Oc1ccccc1C=CCNC(=O)C(COCc1ccccc1)NC(=O)C(C)(C)NC(=O)CC(C)CC,*Oc1ccccc1C=CCNC(=O)C(COCc1ccccc1)NC(=O)C(C)(C)NC(=O)C(*)C(C)CC
NC(=O)C(COCc1ccccc1)NC(=O)C(C)(C)NC(=O)C(NCCOc1ccccc1)C(C)CC,*NC(=O)C(COCc1ccccc1)NC(=O)C(C)(C)NC(=O)C(NCCOc1ccccc1*)C(C)CC
NC(C(=O)NC(C)(C)C(=O)NC(COCc1ccccc1)C(=O)NCC=Cc1ccccc1)C(C)CC,*NC(C(=O)NC(C)(C)C(=O)NC(COCc1ccccc1)C(=O)NCC=Cc1ccccc1*)C(C)CC
CCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1cn(C)nn1)NC(=O)OCc1ccccc1,*CCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1cn(C*)nn1)NC(=O)OCc1ccccc1
